State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Karnataka,HH03683,38454,6,0,Business,Yes,0,1,Child,0,0,0
Maharashtra,HH03684,65672,9,0,Farmer,No,0,1,Adult,0,0,0
Bihar,HH03685,30228,9,0,Government Job,Yes,0,1,Child,0,0,0
Bihar,HH03686,17429,7,0,Private Job,Yes,1,2,Child,1,1,0
Uttar Pradesh,HH03687,87294,8,0,Government Job,No,1,1,Child,0,0,0
Maharashtra,HH03688,70808,6,1,Business,No,0,1,Senior,0,0,0
Uttar Pradesh,HH03689,85886,1,1,Labour,Yes,0,1,Senior,0,0,0
Bihar,HH03690,56015,1,1,Private Job,Yes,2,2,Senior,0,1,0
Maharashtra,HH03691,91074,6,1,Business,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH03692,71936,2,1,Government Job,Yes,0,1,Child,0,0,0
Karnataka,HH03693,83907,8,0,Business,Yes,2,2,Senior,0,1,1
Tamil Nadu,HH03694,60378,1,0,Business,Yes,2,1,Child,0,0,1
West Bengal,HH03695,40310,2,1,Business,No,1,1,Child,0,0,0
Telangana,HH03696,86683,8,0,Business,Yes,1,2,Senior,0,1,0
Karnataka,HH03697,71827,6,0,Business,No,1,2,Child,0,1,0
Madhya Pradesh,HH03698,38256,2,0,Business,Yes,2,2,Senior,0,1,0
Bihar,HH03699,79428,2,0,Farmer,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH03700,41889,7,0,Government Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH03701,54428,5,0,Labour,Yes,2,1,Senior,0,0,0
Maharashtra,HH03702,40207,5,0,Government Job,Yes,0,2,Child,0,1,0
Tamil Nadu,HH03703,53255,8,1,Private Job,No,1,1,Senior,0,0,0
Rajasthan,HH03704,94531,7,0,Private Job,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH03705,8409,9,1,Government Job,Yes,1,1,Senior,0,0,0
Karnataka,HH03706,45438,4,0,Business,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH03707,98359,4,0,Farmer,Yes,1,2,Adult,0,1,0
Karnataka,HH03708,10869,2,0,Labour,Yes,2,2,Senior,1,1,0
Rajasthan,HH03709,59862,3,0,Business,No,0,1,Senior,0,0,0
Andhra Pradesh,HH03710,90937,1,0,Government Job,Yes,1,2,Child,0,1,0
Tamil Nadu,HH03711,28958,1,1,Government Job,Yes,1,2,Child,0,1,0
West Bengal,HH03712,79302,7,1,Farmer,No,2,2,Senior,0,1,1
West Bengal,HH03713,22768,5,1,Farmer,Yes,0,2,Adult,0,1,0
Telangana,HH03714,99330,3,0,Government Job,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH03715,29145,7,0,Business,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH03716,78622,2,0,Business,Yes,2,1,Child,0,0,1
West Bengal,HH03717,29442,3,0,Business,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH03718,84948,1,0,Labour,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH03719,28596,8,0,Labour,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH03720,78791,2,0,Business,Yes,1,1,Adult,0,0,0
Maharashtra,HH03721,45406,7,0,Government Job,Yes,2,2,Child,0,1,0
Maharashtra,HH03722,43524,9,0,Farmer,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH03723,26332,6,0,Private Job,No,2,1,Senior,0,0,0
Karnataka,HH03724,18764,2,0,Farmer,No,1,2,Senior,1,1,0
Karnataka,HH03725,30563,2,1,Farmer,Yes,2,1,Senior,0,0,0
Uttar Pradesh,HH03726,90675,9,0,Private Job,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH03727,39370,8,0,Business,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH03728,8062,9,0,Farmer,Yes,2,1,Child,1,0,0
Madhya Pradesh,HH03729,47645,4,0,Private Job,No,0,2,Child,0,1,0
Bihar,HH03730,10244,4,1,Government Job,Yes,0,1,Child,0,0,0
Maharashtra,HH03731,9372,2,1,Government Job,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH03732,88501,1,0,Government Job,Yes,1,2,Adult,0,1,0
Madhya Pradesh,HH03733,67471,4,0,Business,Yes,0,2,Senior,0,1,0
Rajasthan,HH03734,19956,8,1,Farmer,Yes,1,2,Child,0,1,0
Telangana,HH03735,43473,2,0,Farmer,Yes,0,1,Child,0,0,0
Rajasthan,HH03736,16894,8,1,Labour,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH03737,72586,1,0,Government Job,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH03738,19709,1,0,Business,Yes,2,2,Adult,1,1,0
Andhra Pradesh,HH03739,84258,4,1,Private Job,Yes,2,1,Child,0,0,1
Tamil Nadu,HH03740,18210,7,0,Business,Yes,1,1,Child,1,0,0
West Bengal,HH03741,52510,9,0,Farmer,No,0,2,Child,0,1,0
Tamil Nadu,HH03742,41674,5,0,Government Job,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH03743,20733,2,0,Labour,No,0,2,Child,0,1,0
Andhra Pradesh,HH03744,23080,7,1,Business,Yes,1,1,Senior,0,0,0
Telangana,HH03745,56412,2,0,Labour,Yes,1,2,Adult,0,1,0
Madhya Pradesh,HH03746,61971,9,0,Farmer,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH03747,42709,9,1,Private Job,Yes,2,2,Senior,0,1,0
Uttar Pradesh,HH03748,62846,3,0,Business,No,2,1,Senior,0,0,1
Uttar Pradesh,HH03749,68480,8,0,Farmer,Yes,0,2,Adult,0,1,0
Maharashtra,HH03750,55960,4,1,Government Job,Yes,1,2,Child,0,1,0
Maharashtra,HH03751,44152,3,1,Business,No,1,1,Adult,0,0,0
Karnataka,HH03752,30250,1,0,Labour,Yes,0,2,Child,0,1,0
Bihar,HH03753,88765,5,0,Business,Yes,2,1,Senior,0,0,1
Andhra Pradesh,HH03754,51137,4,1,Farmer,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH03755,85011,1,1,Farmer,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH03756,49412,8,1,Labour,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH03757,46876,8,0,Farmer,Yes,2,1,Child,0,0,0
Andhra Pradesh,HH03758,97547,8,0,Business,No,0,1,Senior,0,0,0
Bihar,HH03759,76664,3,0,Labour,No,2,1,Child,0,0,1
West Bengal,HH03760,53227,6,1,Farmer,Yes,1,1,Adult,0,0,0
Maharashtra,HH03761,35450,7,1,Farmer,Yes,2,1,Child,0,0,0
Maharashtra,HH03762,87433,9,0,Business,Yes,2,1,Adult,0,0,1
Telangana,HH03763,76704,5,0,Farmer,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH03764,9861,9,0,Business,Yes,1,1,Child,1,0,0
Bihar,HH03765,64914,6,1,Government Job,No,0,1,Child,0,0,0
Maharashtra,HH03766,66888,4,0,Business,Yes,2,1,Adult,0,0,1
Bihar,HH03767,82286,1,0,Private Job,Yes,2,2,Adult,0,1,1
Rajasthan,HH03768,64293,1,0,Farmer,Yes,0,1,Senior,0,0,0
West Bengal,HH03769,85524,5,0,Government Job,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH03770,71515,3,0,Labour,Yes,2,2,Adult,0,1,1
Telangana,HH03771,26524,5,1,Private Job,Yes,2,2,Adult,0,1,0
Tamil Nadu,HH03772,10065,5,1,Labour,Yes,2,2,Child,0,1,0
Maharashtra,HH03773,40684,1,0,Private Job,Yes,1,2,Child,0,1,0
Rajasthan,HH03774,91720,8,0,Government Job,Yes,0,2,Child,0,1,0
Bihar,HH03775,36365,5,1,Government Job,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH03776,61876,5,0,Government Job,No,1,2,Child,0,1,0
Madhya Pradesh,HH03777,26704,9,0,Private Job,Yes,2,1,Adult,0,0,0
Andhra Pradesh,HH03778,60857,8,1,Business,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH03779,8622,1,1,Labour,Yes,2,2,Child,0,1,0
Rajasthan,HH03780,86797,3,1,Business,Yes,1,1,Child,0,0,0
Bihar,HH03781,96955,7,0,Business,No,1,1,Senior,0,0,0
Karnataka,HH03782,94141,1,0,Farmer,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH03783,97707,1,0,Labour,No,1,1,Adult,0,0,0
Karnataka,HH03784,90700,5,0,Private Job,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH03785,82332,9,1,Farmer,Yes,2,2,Adult,0,1,1
Rajasthan,HH03786,99856,6,0,Farmer,Yes,2,2,Senior,0,1,1
Bihar,HH03787,69201,2,1,Government Job,Yes,0,2,Child,0,1,0
Bihar,HH03788,35694,9,0,Private Job,Yes,2,2,Child,0,1,0
West Bengal,HH03789,92766,6,0,Business,No,2,1,Adult,0,0,1
Madhya Pradesh,HH03790,25995,5,1,Business,Yes,1,2,Adult,0,1,0
Maharashtra,HH03791,95320,5,0,Business,Yes,0,2,Adult,0,1,0
Maharashtra,HH03792,83141,3,0,Government Job,Yes,2,1,Adult,0,0,1
Tamil Nadu,HH03793,85999,6,0,Business,Yes,0,2,Senior,0,1,0
Telangana,HH03794,11419,4,0,Labour,Yes,1,2,Child,1,1,0
Rajasthan,HH03795,50952,2,0,Business,Yes,2,2,Senior,0,1,0
Uttar Pradesh,HH03796,36837,3,0,Business,Yes,2,2,Child,0,1,0
Bihar,HH03797,73799,9,0,Labour,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH03798,51877,9,1,Government Job,Yes,2,2,Senior,0,1,0
Karnataka,HH03799,48687,6,0,Farmer,Yes,0,2,Adult,0,1,0
Rajasthan,HH03800,40276,9,0,Private Job,Yes,2,1,Senior,0,0,0
Tamil Nadu,HH03801,37523,4,0,Government Job,No,1,2,Senior,0,1,0
Rajasthan,HH03802,69055,5,0,Business,No,1,1,Senior,0,0,0
Tamil Nadu,HH03803,57615,6,0,Farmer,Yes,0,2,Child,0,1,0
Bihar,HH03804,99642,9,0,Private Job,Yes,2,2,Adult,0,1,1
Telangana,HH03805,13514,5,0,Private Job,Yes,2,2,Child,1,1,0
Tamil Nadu,HH03806,50456,8,1,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH03807,10233,1,1,Labour,No,1,1,Senior,0,0,0
Bihar,HH03808,4102,5,1,Labour,Yes,1,1,Child,0,0,0
Telangana,HH03809,69133,1,0,Farmer,No,1,2,Child,0,1,0
Maharashtra,HH03810,49715,6,0,Business,Yes,0,2,Adult,0,1,0
Rajasthan,HH03811,88193,7,1,Farmer,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH03812,9256,5,0,Business,Yes,0,1,Child,1,0,0
Andhra Pradesh,HH03813,67800,1,1,Government Job,Yes,1,2,Child,0,1,0
Karnataka,HH03814,97937,6,0,Private Job,Yes,1,2,Child,0,1,0
Karnataka,HH03815,44548,5,0,Private Job,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH03816,75090,6,1,Labour,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH03817,81200,7,1,Government Job,Yes,2,1,Adult,0,0,1
Andhra Pradesh,HH03818,45367,7,1,Government Job,No,2,2,Child,0,1,0
Karnataka,HH03819,92922,2,1,Business,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH03820,73382,3,0,Government Job,Yes,1,2,Adult,0,1,0
Karnataka,HH03821,29205,6,0,Labour,No,2,1,Senior,0,0,0
Uttar Pradesh,HH03822,28570,3,1,Business,No,1,2,Child,0,1,0
Rajasthan,HH03823,33255,2,0,Farmer,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH03824,24182,4,0,Business,Yes,2,1,Adult,0,0,0
Telangana,HH03825,42373,5,0,Farmer,Yes,0,1,Senior,0,0,0
Madhya Pradesh,HH03826,46019,9,0,Business,Yes,2,2,Adult,0,1,0
Bihar,HH03827,65619,3,0,Private Job,Yes,2,2,Senior,0,1,1
Uttar Pradesh,HH03828,19043,3,0,Farmer,Yes,0,1,Adult,1,0,0
Karnataka,HH03829,48532,6,1,Labour,Yes,1,1,Child,0,0,0
Telangana,HH03830,68936,5,1,Farmer,Yes,2,2,Senior,0,1,1
Tamil Nadu,HH03831,22239,6,0,Farmer,Yes,2,1,Adult,0,0,0
Maharashtra,HH03832,13416,7,0,Business,Yes,1,2,Child,1,1,0
Andhra Pradesh,HH03833,6412,3,0,Private Job,Yes,1,2,Adult,1,1,0
Maharashtra,HH03834,84976,5,0,Business,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH03835,27406,8,0,Business,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH03836,4875,4,0,Private Job,Yes,2,1,Child,1,0,0
Tamil Nadu,HH03837,40066,2,0,Business,No,1,2,Adult,0,1,0
Tamil Nadu,HH03838,8752,4,0,Private Job,Yes,1,1,Child,1,0,0
Bihar,HH03839,89753,2,0,Labour,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH03840,81025,3,0,Private Job,Yes,0,1,Senior,0,0,0
Rajasthan,HH03841,4353,4,0,Government Job,Yes,2,2,Child,1,1,0
Maharashtra,HH03842,29986,4,0,Private Job,Yes,2,2,Child,0,1,0
Rajasthan,HH03843,89907,9,0,Private Job,Yes,1,1,Adult,0,0,0
Telangana,HH03844,17691,6,1,Government Job,No,2,2,Adult,0,1,0
West Bengal,HH03845,72847,9,0,Private Job,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH03846,51075,4,1,Farmer,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH03847,13794,9,0,Business,No,1,2,Senior,1,1,0
Rajasthan,HH03848,71470,9,1,Business,No,1,2,Adult,0,1,0
West Bengal,HH03849,19406,6,0,Labour,Yes,0,1,Child,1,0,0
West Bengal,HH03850,78930,5,1,Labour,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH03851,29872,3,0,Government Job,Yes,1,2,Adult,0,1,0
Telangana,HH03852,44708,5,1,Farmer,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH03853,23800,3,0,Labour,Yes,0,2,Senior,0,1,0
West Bengal,HH03854,46397,5,0,Business,No,0,1,Adult,0,0,0
Karnataka,HH03855,40909,5,1,Labour,Yes,2,1,Child,0,0,0
Madhya Pradesh,HH03856,24352,2,0,Labour,Yes,1,2,Adult,0,1,0
Karnataka,HH03857,96848,9,1,Private Job,Yes,1,1,Adult,0,0,0
Telangana,HH03858,18438,7,0,Labour,No,2,1,Child,1,0,0
West Bengal,HH03859,91921,6,0,Government Job,Yes,0,2,Senior,0,1,0
Maharashtra,HH03860,47999,5,1,Business,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH03861,21482,4,0,Government Job,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH03862,35471,8,0,Government Job,Yes,2,1,Senior,0,0,0
Andhra Pradesh,HH03863,50279,2,1,Farmer,Yes,0,2,Child,0,1,0
Tamil Nadu,HH03864,57213,8,1,Private Job,Yes,2,1,Adult,0,0,0
Bihar,HH03865,16026,1,1,Government Job,Yes,2,2,Child,0,1,0
West Bengal,HH03866,88184,1,0,Farmer,Yes,0,2,Senior,0,1,0
Telangana,HH03867,8435,3,0,Business,Yes,0,1,Senior,1,0,0
Madhya Pradesh,HH03868,11493,5,0,Business,Yes,1,1,Senior,1,0,0
Bihar,HH03869,75227,6,0,Farmer,No,2,2,Child,0,1,1
Telangana,HH03870,62321,4,1,Government Job,Yes,0,1,Child,0,0,0
Rajasthan,HH03871,5763,7,0,Government Job,Yes,0,1,Senior,1,0,0
West Bengal,HH03872,23389,7,0,Private Job,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH03873,34498,2,0,Private Job,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH03874,66755,2,1,Business,Yes,1,2,Adult,0,1,0
West Bengal,HH03875,38825,2,1,Private Job,Yes,2,2,Adult,0,1,0
Tamil Nadu,HH03876,19934,2,0,Farmer,Yes,1,1,Adult,1,0,0
Tamil Nadu,HH03877,8574,9,0,Business,Yes,2,1,Senior,1,0,0
Uttar Pradesh,HH03878,41179,5,1,Government Job,Yes,1,1,Adult,0,0,0
Maharashtra,HH03879,4587,8,0,Business,No,2,2,Senior,1,1,0
Madhya Pradesh,HH03880,45782,5,0,Labour,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH03881,57412,5,0,Business,Yes,2,2,Senior,0,1,0
Maharashtra,HH03882,63561,1,0,Private Job,Yes,1,2,Senior,0,1,0
Bihar,HH03883,80224,6,0,Farmer,Yes,1,1,Adult,0,0,0
Maharashtra,HH03884,7409,4,1,Government Job,Yes,0,1,Child,0,0,0
Bihar,HH03885,74319,3,0,Government Job,No,2,1,Child,0,0,1
Telangana,HH03886,29751,6,0,Private Job,Yes,0,2,Child,0,1,0
Karnataka,HH03887,41174,2,1,Private Job,Yes,2,1,Adult,0,0,0
Telangana,HH03888,59572,8,1,Private Job,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH03889,64416,1,0,Labour,No,1,2,Adult,0,1,0
Bihar,HH03890,15041,9,0,Farmer,Yes,0,2,Adult,1,1,0
Uttar Pradesh,HH03891,26227,8,0,Labour,Yes,1,1,Adult,0,0,0
West Bengal,HH03892,38201,1,0,Private Job,Yes,2,2,Senior,0,1,0
Madhya Pradesh,HH03893,39069,9,0,Farmer,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH03894,85190,2,0,Private Job,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH03895,29370,3,0,Farmer,Yes,2,2,Child,0,1,0
Madhya Pradesh,HH03896,98018,2,0,Government Job,Yes,0,2,Adult,0,1,0
Maharashtra,HH03897,14586,8,0,Labour,Yes,1,1,Senior,1,0,0
Telangana,HH03898,53231,2,0,Private Job,Yes,1,2,Child,0,1,0
Maharashtra,HH03899,8322,2,0,Private Job,Yes,0,2,Adult,1,1,0
Andhra Pradesh,HH03900,68294,1,0,Business,Yes,2,1,Senior,0,0,1
Bihar,HH03901,82468,7,0,Government Job,Yes,0,1,Senior,0,0,0
West Bengal,HH03902,32299,2,0,Private Job,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH03903,93715,5,0,Labour,Yes,2,2,Adult,0,1,1
West Bengal,HH03904,73793,5,0,Government Job,Yes,0,2,Senior,0,1,0
Karnataka,HH03905,49501,3,0,Private Job,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH03906,60134,3,1,Labour,Yes,2,1,Senior,0,0,1
Bihar,HH03907,12777,3,1,Business,Yes,0,2,Child,0,1,0
Karnataka,HH03908,14249,6,0,Business,Yes,2,1,Child,1,0,0
Rajasthan,HH03909,24390,4,1,Labour,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH03910,23369,3,0,Government Job,Yes,0,1,Adult,0,0,0
Maharashtra,HH03911,15881,2,0,Labour,Yes,0,2,Child,1,1,0
Telangana,HH03912,12587,3,1,Labour,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH03913,96800,4,0,Business,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH03914,77327,6,0,Business,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH03915,90911,4,0,Business,Yes,0,1,Child,0,0,0
Maharashtra,HH03916,91147,8,0,Private Job,No,1,2,Adult,0,1,0
Tamil Nadu,HH03917,10833,3,0,Private Job,No,0,2,Senior,1,1,0
Andhra Pradesh,HH03918,50013,3,0,Farmer,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH03919,66620,3,0,Private Job,No,2,2,Adult,0,1,1
Maharashtra,HH03920,18754,8,0,Government Job,Yes,1,2,Child,1,1,0
Bihar,HH03921,81113,4,0,Government Job,No,1,1,Adult,0,0,0
Andhra Pradesh,HH03922,99631,1,1,Business,No,2,2,Senior,0,1,1
West Bengal,HH03923,89784,2,1,Labour,No,0,2,Senior,0,1,0
Maharashtra,HH03924,38282,2,0,Business,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH03925,39737,3,0,Labour,Yes,0,2,Adult,0,1,0
West Bengal,HH03926,27124,6,1,Business,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH03927,73102,8,0,Business,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH03928,5196,1,0,Government Job,Yes,2,1,Adult,1,0,0
Andhra Pradesh,HH03929,64527,9,0,Labour,No,0,1,Adult,0,0,0
West Bengal,HH03930,99651,1,1,Farmer,Yes,1,2,Child,0,1,0
Telangana,HH03931,88395,2,0,Farmer,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH03932,14345,3,0,Business,Yes,0,2,Senior,1,1,0
Telangana,HH03933,37077,7,0,Business,Yes,0,1,Senior,0,0,0
Bihar,HH03934,69400,9,0,Government Job,No,1,1,Child,0,0,0
Maharashtra,HH03935,15055,3,0,Labour,No,0,2,Child,1,1,0
Karnataka,HH03936,88283,8,0,Business,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH03937,47484,9,0,Farmer,Yes,1,2,Senior,0,1,0
Maharashtra,HH03938,80514,7,0,Labour,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH03939,93135,4,0,Business,Yes,0,2,Adult,0,1,0
West Bengal,HH03940,38771,4,1,Labour,Yes,0,1,Senior,0,0,0
Bihar,HH03941,60654,4,1,Government Job,Yes,2,2,Child,0,1,1
Rajasthan,HH03942,49540,6,0,Farmer,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH03943,86151,4,0,Labour,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH03944,32377,5,0,Farmer,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH03945,98567,9,0,Business,Yes,2,1,Child,0,0,1
West Bengal,HH03946,52573,7,1,Private Job,Yes,0,2,Senior,0,1,0
Telangana,HH03947,45733,8,0,Labour,Yes,0,1,Adult,0,0,0
Maharashtra,HH03948,14760,5,0,Farmer,No,1,1,Adult,1,0,0
Rajasthan,HH03949,28762,5,1,Labour,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH03950,53986,7,1,Business,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH03951,37332,8,0,Business,Yes,0,2,Adult,0,1,0
Karnataka,HH03952,43100,9,0,Farmer,No,0,2,Senior,0,1,0
Tamil Nadu,HH03953,7944,2,0,Government Job,Yes,1,1,Adult,1,0,0
Maharashtra,HH03954,51825,3,1,Labour,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH03955,16877,2,1,Labour,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH03956,32990,7,0,Business,Yes,1,2,Adult,0,1,0
Karnataka,HH03957,58283,2,0,Labour,Yes,0,2,Adult,0,1,0
Telangana,HH03958,6258,2,0,Farmer,Yes,2,1,Senior,1,0,0
Rajasthan,HH03959,34629,2,0,Private Job,No,1,1,Senior,0,0,0
Telangana,HH03960,40579,4,0,Business,Yes,0,1,Child,0,0,0
Bihar,HH03961,25958,1,0,Private Job,Yes,2,2,Adult,0,1,0
West Bengal,HH03962,42465,2,0,Labour,No,0,1,Adult,0,0,0
Andhra Pradesh,HH03963,88853,3,1,Government Job,Yes,2,2,Senior,0,1,1
Telangana,HH03964,18775,7,0,Farmer,Yes,1,1,Adult,1,0,0
Tamil Nadu,HH03965,79575,1,0,Labour,Yes,1,2,Senior,0,1,0
West Bengal,HH03966,97633,6,0,Farmer,No,0,1,Child,0,0,0
Telangana,HH03967,37207,3,1,Labour,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH03968,25553,3,0,Labour,Yes,1,2,Senior,0,1,0
Bihar,HH03969,56632,4,1,Labour,Yes,2,1,Senior,0,0,0
Maharashtra,HH03970,3055,4,0,Business,No,1,2,Adult,1,1,0
Rajasthan,HH03971,91697,7,1,Private Job,No,2,1,Child,0,0,1
Bihar,HH03972,35873,3,1,Government Job,Yes,2,1,Senior,0,0,0
West Bengal,HH03973,83720,8,0,Private Job,Yes,2,1,Adult,0,0,1
Uttar Pradesh,HH03974,69205,8,1,Private Job,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH03975,81199,7,0,Farmer,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH03976,28318,2,0,Business,No,0,2,Child,0,1,0
Rajasthan,HH03977,36734,5,0,Business,Yes,1,2,Senior,0,1,0
Rajasthan,HH03978,85227,6,0,Labour,Yes,2,1,Adult,0,0,1
Bihar,HH03979,21522,4,1,Private Job,Yes,1,1,Adult,0,0,0
West Bengal,HH03980,14656,5,1,Government Job,Yes,0,2,Adult,0,1,0
Andhra Pradesh,HH03981,18893,9,0,Farmer,Yes,2,2,Child,1,1,0
Madhya Pradesh,HH03982,19493,7,0,Business,Yes,1,1,Child,1,0,0
Uttar Pradesh,HH03983,6632,2,0,Labour,Yes,2,2,Adult,1,1,0
Madhya Pradesh,HH03984,98872,1,0,Government Job,Yes,2,2,Senior,0,1,1
Tamil Nadu,HH03985,91648,2,0,Private Job,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH03986,64779,3,1,Government Job,Yes,2,1,Child,0,0,1
Andhra Pradesh,HH03987,41452,2,0,Business,No,1,1,Senior,0,0,0
Uttar Pradesh,HH03988,16266,3,0,Farmer,Yes,2,1,Senior,1,0,0
Karnataka,HH03989,64607,9,1,Private Job,No,2,2,Adult,0,1,1
Madhya Pradesh,HH03990,19940,4,0,Farmer,Yes,1,1,Child,1,0,0
Telangana,HH03991,27003,9,0,Government Job,No,0,1,Senior,0,0,0
Rajasthan,HH03992,37815,3,0,Government Job,Yes,0,2,Senior,0,1,0
Karnataka,HH03993,33869,1,0,Labour,Yes,1,1,Adult,0,0,0
Telangana,HH03994,52297,5,1,Private Job,Yes,2,1,Adult,0,0,0
West Bengal,HH03995,63107,2,0,Government Job,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH03996,85793,4,0,Business,No,1,2,Senior,0,1,0
West Bengal,HH03997,19682,2,0,Business,Yes,1,2,Adult,1,1,0
Rajasthan,HH03998,22622,2,0,Farmer,Yes,0,1,Child,0,0,0
Maharashtra,HH03999,33408,3,1,Business,Yes,2,2,Adult,0,1,0
Telangana,HH04000,11837,5,1,Government Job,Yes,1,1,Child,0,0,0
Karnataka,HH04001,67210,4,1,Business,Yes,0,1,Senior,0,0,0
Telangana,HH04002,18407,2,0,Private Job,Yes,0,1,Adult,1,0,0
Telangana,HH04003,32309,2,0,Farmer,Yes,2,1,Child,0,0,0
Uttar Pradesh,HH04004,74918,6,0,Private Job,Yes,1,2,Child,0,1,0
West Bengal,HH04005,96190,7,0,Government Job,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH04006,21895,6,0,Government Job,Yes,1,2,Adult,0,1,0
Maharashtra,HH04007,89912,7,0,Business,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH04008,3370,1,1,Labour,No,0,1,Child,0,0,0
Tamil Nadu,HH04009,3486,6,0,Labour,Yes,2,1,Child,1,0,0
Uttar Pradesh,HH04010,26762,3,0,Government Job,Yes,1,1,Child,0,0,0
Rajasthan,HH04011,29613,1,0,Government Job,Yes,2,1,Adult,0,0,0
Maharashtra,HH04012,6196,8,0,Farmer,Yes,1,2,Adult,1,1,0
Andhra Pradesh,HH04013,97937,4,0,Government Job,Yes,2,2,Child,0,1,1
Tamil Nadu,HH04014,79349,8,0,Government Job,Yes,0,2,Adult,0,1,0
Bihar,HH04015,67839,4,0,Farmer,Yes,2,2,Adult,0,1,1
Uttar Pradesh,HH04016,44916,4,0,Private Job,Yes,1,1,Senior,0,0,0
Telangana,HH04017,11572,4,1,Private Job,Yes,2,1,Senior,0,0,0
Madhya Pradesh,HH04018,31225,6,0,Farmer,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH04019,48853,9,0,Farmer,Yes,2,2,Senior,0,1,0
